CPU Cores,GPU VRAM (GB),RAM (GB),SSD (GB),PSU Wattage,Usage Type
4,2,4,128,300,Basic Use
4,4,8,512,300,Office
12,24,32,2048,750,Editing
2,1,4,256,300,Basic Use
12,6,16,1024,750,Gaming
6,4,8,512,300,Office
12,8,16,2048,1000,Gaming
4,4,16,512,300,Office
12,8,16,2048,1000,Gaming
4,1,8,256,300,Basic Use
4,2,8,128,200,Basic Use
4,2,8,128,300,Basic Use
8,24,32,4096,2000,Editing
6,2,8,512,300,Office
8,12,32,512,450,Gaming
4,2,4,128,300,Basic Use
4,2,16,512,300,Office
12,16,32,8192,2000,Editing
12,6,32,1024,750,Gaming
4,2,8,512,300,Office
16,32,64,2048,750,Editing
8,32,32,8192,2000,Editing
16,16,32,8192,1000,Editing
6,12,32,512,450,Gaming
2,1,8,128,300,Basic Use
2,1,8,128,300,Basic Use
2,1,8,256,200,Basic Use
4,2,4,256,200,Basic Use
6,2,8,512,450,Office
16,32,64,2048,750,Editing
6,4,8,512,300,Office
4,2,8,128,200,Basic Use
16,24,32,2048,1000,Editing
8,12,32,1024,1000,Gaming
4,2,8,256,450,Office
6,12,16,2048,600,Gaming
6,2,16,256,450,Office
4,2,4,256,200,Basic Use
4,4,8,512,450,Office
16,32,32,2048,2000,Editing
6,8,32,2048,600,Gaming
6,16,16,512,450,Gaming
4,1,4,256,200,Basic Use
6,12,16,2048,600,Gaming
6,12,32,512,450,Gaming
16,32,64,4096,2000,Editing
8,12,16,2048,600,Gaming
16,32,32,8192,2000,Editing
8,24,32,8192,2000,Editing
2,1,8,128,200,Basic Use
4,2,8,256,300,Office
6,2,16,512,450,Office
4,1,4,256,300,Basic Use
12,24,32,4096,750,Editing
2,2,8,128,300,Basic Use
8,6,16,2048,750,Gaming
12,6,16,1024,450,Gaming
2,1,4,128,200,Basic Use
2,2,4,256,200,Basic Use
4,1,8,256,300,Basic Use
12,6,32,1024,450,Gaming
2,1,4,128,300,Basic Use
6,12,32,2048,750,Gaming
6,2,8,512,300,Office
6,4,8,256,450,Office
8,32,64,4096,1000,Editing
4,2,8,512,300,Office
8,6,32,2048,450,Gaming
6,12,16,1024,450,Gaming
6,4,8,512,450,Office
12,24,32,2048,750,Editing
2,2,8,256,300,Basic Use
6,4,8,256,300,Office
4,2,4,256,300,Basic Use
12,16,32,2048,750,Gaming
6,8,16,512,1000,Gaming
2,1,8,128,300,Basic Use
12,32,32,8192,750,Editing
8,32,64,8192,2000,Editing
12,24,64,2048,750,Editing
4,2,8,512,450,Office
6,6,16,1024,1000,Gaming
2,1,8,256,200,Basic Use
16,24,64,8192,1000,Editing
6,4,16,256,300,Office
4,4,8,256,300,Office
8,6,16,2048,1000,Gaming
6,4,8,256,450,Office
6,2,16,512,300,Office
12,16,16,512,1000,Gaming
4,1,8,128,300,Basic Use
6,2,16,512,300,Office
8,24,32,2048,1000,Editing
6,6,32,512,600,Gaming
2,2,8,128,200,Basic Use
4,1,8,256,300,Basic Use
2,1,8,128,200,Basic Use
4,4,8,512,450,Office
16,16,64,2048,750,Editing
2,1,8,256,200,Basic Use
16,16,32,4096,2000,Editing
8,12,16,512,450,Gaming
4,4,8,256,300,Office
8,16,16,2048,600,Gaming
12,6,16,2048,750,Gaming
4,2,16,256,450,Office
6,2,16,512,300,Office
4,1,8,256,200,Basic Use
8,6,16,512,600,Gaming
2,1,4,256,200,Basic Use
8,24,32,2048,750,Editing
16,32,64,4096,750,Editing
6,2,16,256,450,Office
12,12,32,2048,600,Gaming
8,12,32,1024,450,Gaming
4,1,8,128,200,Basic Use
4,4,16,256,300,Office
16,32,64,8192,750,Editing
2,2,4,128,300,Basic Use
2,2,4,256,200,Basic Use
4,4,16,512,300,Office
4,1,8,128,300,Basic Use
16,24,64,4096,1000,Editing
8,32,64,2048,750,Editing
12,6,32,512,1000,Gaming
12,24,64,2048,750,Editing
4,2,8,256,300,Office
8,12,32,1024,600,Gaming
16,24,64,8192,2000,Editing
6,8,16,512,600,Gaming
12,12,32,1024,1000,Gaming
6,4,16,512,450,Office
6,8,16,1024,750,Gaming
4,2,8,128,200,Basic Use
4,2,16,256,450,Office
8,16,16,512,450,Gaming
8,32,64,4096,750,Editing
2,1,8,256,200,Basic Use
8,12,32,1024,600,Gaming
4,1,4,256,300,Basic Use
6,4,8,512,300,Office
2,2,4,128,200,Basic Use
12,12,16,2048,1000,Gaming
4,4,8,256,450,Office
4,2,4,256,300,Basic Use
4,1,8,128,300,Basic Use
2,1,4,256,300,Basic Use
16,32,32,2048,2000,Editing
4,1,4,256,200,Basic Use
4,2,8,256,300,Basic Use
4,4,8,512,300,Office
2,1,8,256,300,Basic Use
6,2,8,256,450,Office
12,16,64,4096,2000,Editing
4,2,4,256,300,Basic Use
12,12,32,1024,600,Gaming
2,2,4,256,200,Basic Use
12,6,32,512,1000,Gaming
4,4,16,512,300,Office
2,1,8,128,200,Basic Use
16,32,32,2048,1000,Editing
2,2,8,256,300,Basic Use
4,2,8,256,200,Basic Use
12,8,32,512,750,Gaming
2,2,4,256,200,Basic Use
8,16,64,8192,750,Editing
6,8,16,2048,1000,Gaming
8,16,32,4096,750,Editing
6,2,8,512,300,Office
4,4,16,512,300,Office
12,24,32,8192,2000,Editing
8,32,64,8192,750,Editing
6,6,16,1024,600,Gaming
16,16,64,2048,2000,Editing
4,4,16,256,450,Office
16,16,32,8192,750,Editing
8,24,64,2048,1000,Editing
2,2,4,128,200,Basic Use
12,8,32,512,1000,Gaming
4,1,4,128,200,Basic Use
6,4,8,256,450,Office
16,32,64,4096,1000,Editing
12,16,16,2048,450,Gaming
6,8,16,1024,450,Gaming
8,32,64,2048,2000,Editing
4,1,8,256,300,Basic Use
4,1,8,256,200,Basic Use
4,2,16,256,300,Office
8,16,64,2048,1000,Editing
6,2,8,512,450,Office
8,16,16,2048,600,Gaming
2,1,4,128,200,Basic Use
2,1,8,256,300,Basic Use
2,1,4,256,200,Basic Use
8,16,64,2048,1000,Editing
6,2,8,512,300,Office
8,16,32,8192,1000,Editing
4,1,4,256,200,Basic Use
6,2,16,256,300,Office
16,32,32,4096,1000,Editing
6,16,16,512,450,Gaming
12,16,32,4096,2000,Editing
16,24,64,8192,750,Editing
12,12,16,512,600,Gaming
12,32,64,8192,750,Editing
4,2,8,128,300,Basic Use
12,16,32,1024,1000,Gaming
6,4,16,256,450,Office
2,2,8,256,300,Basic Use
4,4,16,512,450,Office
6,4,16,256,450,Office
12,16,16,2048,450,Gaming
6,2,16,256,450,Office
2,1,4,128,300,Basic Use
8,16,32,512,600,Gaming
6,6,32,1024,600,Gaming
4,4,16,256,300,Office
8,32,64,8192,750,Editing
2,1,4,128,300,Basic Use
12,16,32,2048,1000,Gaming
6,12,32,2048,750,Gaming
2,2,4,128,200,Basic Use
4,2,8,256,300,Basic Use
8,12,32,2048,450,Gaming
2,2,4,256,200,Basic Use
12,12,16,2048,600,Gaming
4,1,8,128,200,Basic Use
8,16,64,2048,750,Editing
12,8,16,1024,750,Gaming
6,4,8,256,450,Office
6,2,8,512,450,Office
8,8,16,512,600,Gaming
6,2,16,512,300,Office
4,2,16,256,300,Office
2,1,4,128,300,Basic Use
6,2,8,256,450,Office
4,2,4,128,300,Basic Use
16,32,64,8192,2000,Editing
4,1,4,128,200,Basic Use
2,1,8,128,300,Basic Use
4,2,8,256,300,Basic Use
6,2,8,256,450,Office
12,16,32,4096,2000,Editing
8,24,32,8192,750,Editing
12,6,32,1024,450,Gaming
6,2,8,256,450,Office
2,2,4,128,200,Basic Use
2,2,8,256,200,Basic Use
4,4,16,512,450,Office
6,2,8,512,450,Office
2,2,8,256,300,Basic Use
4,2,16,256,300,Office
12,16,32,1024,450,Gaming
8,32,32,4096,1000,Editing
6,16,16,2048,1000,Gaming
6,2,16,512,450,Office
8,16,64,8192,2000,Editing
12,24,64,4096,1000,Editing
8,16,64,2048,1000,Editing
12,16,64,2048,750,Editing
6,2,16,256,300,Office
4,2,16,512,300,Office
4,2,4,128,200,Basic Use
16,16,32,2048,1000,Editing
12,32,64,8192,2000,Editing
4,2,8,128,300,Basic Use
2,1,8,256,200,Basic Use
8,16,32,4096,2000,Editing
16,16,32,4096,2000,Editing
2,2,4,128,200,Basic Use
8,8,32,1024,450,Gaming
12,6,32,2048,600,Gaming
2,2,4,256,300,Basic Use
8,8,16,2048,750,Gaming
6,2,16,256,450,Office
4,1,4,256,200,Basic Use
8,16,16,512,450,Gaming
2,1,4,256,300,Basic Use
8,12,16,512,600,Gaming
6,4,16,256,300,Office
12,12,16,512,600,Gaming
6,16,16,512,1000,Gaming
6,8,16,2048,450,Gaming
6,6,32,2048,450,Gaming
2,1,4,128,200,Basic Use
6,2,16,512,300,Office
4,1,8,128,300,Basic Use
4,1,8,128,200,Basic Use
2,1,4,128,300,Basic Use
6,4,16,256,300,Office
8,16,16,1024,450,Gaming
12,32,32,2048,1000,Editing
8,16,32,1024,750,Gaming
2,2,4,256,300,Basic Use
8,16,64,4096,1000,Editing
4,2,4,256,200,Basic Use
4,2,8,256,450,Office
4,2,8,256,300,Basic Use
2,2,4,256,300,Basic Use
12,32,64,4096,1000,Editing
4,2,16,256,300,Office
2,2,8,256,300,Basic Use
8,24,32,2048,750,Editing
6,2,16,256,300,Office
16,32,32,4096,750,Editing
4,2,8,512,450,Office
4,2,4,256,300,Basic Use
12,32,64,2048,2000,Editing
4,2,4,256,300,Basic Use
4,1,4,256,200,Basic Use
8,12,16,512,600,Gaming
16,24,64,4096,1000,Editing
8,24,64,8192,750,Editing
8,6,32,1024,1000,Gaming
4,2,8,256,300,Office
4,2,8,256,300,Office
2,1,8,256,300,Basic Use
6,2,16,256,300,Office
8,16,32,4096,1000,Editing
4,2,16,512,300,Office
16,16,32,8192,750,Editing
12,16,32,8192,2000,Editing
16,16,32,8192,1000,Editing
12,8,32,1024,600,Gaming
4,2,16,256,300,Office
8,32,64,4096,1000,Editing
12,12,32,1024,1000,Gaming
2,2,4,128,300,Basic Use
12,24,64,2048,750,Editing
2,2,4,128,200,Basic Use
2,2,4,128,300,Basic Use
12,16,32,1024,1000,Gaming
4,2,4,256,300,Basic Use
8,12,32,2048,450,Gaming
4,2,8,512,300,Office
2,2,4,128,300,Basic Use
6,4,16,256,450,Office
8,16,64,8192,1000,Editing
4,2,4,128,300,Basic Use
12,32,64,2048,2000,Editing
12,16,64,4096,750,Editing
16,24,64,8192,2000,Editing
4,2,4,128,200,Basic Use
6,4,8,512,450,Office
12,32,32,4096,2000,Editing
12,16,32,2048,600,Gaming
4,1,8,256,300,Basic Use
8,6,16,1024,750,Gaming
16,32,32,8192,2000,Editing
6,2,8,256,450,Office
12,12,16,2048,750,Gaming
4,2,8,128,200,Basic Use
6,2,16,256,450,Office
16,24,32,2048,750,Editing
12,16,32,512,1000,Gaming
16,16,32,8192,750,Editing
6,16,16,512,750,Gaming
4,1,4,128,300,Basic Use
12,32,64,8192,750,Editing
4,2,8,128,200,Basic Use
4,2,8,256,450,Office
4,4,8,512,300,Office
8,16,32,4096,2000,Editing
8,6,16,1024,750,Gaming
4,2,4,128,200,Basic Use
4,2,4,128,200,Basic Use
12,24,32,2048,750,Editing
4,1,4,128,300,Basic Use
16,24,32,4096,1000,Editing
2,2,8,256,300,Basic Use
6,2,16,256,300,Office
12,24,32,4096,1000,Editing
2,1,8,256,300,Basic Use
4,2,4,256,300,Basic Use
12,8,32,1024,1000,Gaming
6,2,8,256,300,Office
12,24,32,2048,750,Editing
2,2,4,128,200,Basic Use
2,1,4,128,200,Basic Use
12,24,64,4096,2000,Editing
6,6,32,512,1000,Gaming
12,16,32,1024,750,Gaming
4,2,8,512,300,Office
2,1,4,128,200,Basic Use
12,8,32,2048,750,Gaming
2,2,4,256,200,Basic Use
6,12,32,2048,750,Gaming
16,24,32,8192,1000,Editing
8,12,32,1024,750,Gaming
2,1,8,256,300,Basic Use
4,2,16,512,450,Office
2,2,8,256,200,Basic Use
4,2,8,128,300,Basic Use
12,6,16,2048,1000,Gaming
6,2,16,512,450,Office
12,24,64,4096,750,Editing
16,24,32,8192,1000,Editing
6,4,8,512,300,Office
12,16,32,4096,2000,Editing
2,1,4,128,200,Basic Use
8,12,16,2048,450,Gaming
6,4,16,512,450,Office
6,8,32,2048,450,Gaming
8,8,16,512,600,Gaming
4,4,16,512,300,Office
4,2,4,128,300,Basic Use
8,12,32,2048,600,Gaming
2,2,4,256,300,Basic Use
6,16,32,512,450,Gaming
8,16,32,2048,1000,Gaming
12,16,32,4096,2000,Editing
12,16,64,4096,750,Editing
8,24,32,8192,2000,Editing
4,4,16,256,450,Office
2,1,4,256,300,Basic Use
4,2,4,128,200,Basic Use
4,2,16,512,300,Office
4,2,8,256,200,Basic Use
4,2,8,256,200,Basic Use
8,8,32,512,750,Gaming
16,32,64,4096,1000,Editing
4,2,16,512,450,Office
4,2,4,128,200,Basic Use
12,32,64,4096,2000,Editing
12,12,32,1024,600,Gaming
6,8,16,2048,750,Gaming
2,1,4,128,200,Basic Use
6,2,16,512,450,Office
2,1,4,128,300,Basic Use
4,2,4,256,300,Basic Use
6,8,16,1024,1000,Gaming
6,8,32,2048,450,Gaming
16,16,32,8192,1000,Editing
8,16,16,512,1000,Gaming
8,24,64,2048,1000,Editing
8,12,16,1024,1000,Gaming
6,8,32,2048,750,Gaming
8,6,32,2048,750,Gaming
6,16,32,1024,750,Gaming
12,12,32,512,750,Gaming
6,2,8,512,300,Office
2,2,4,256,200,Basic Use
6,6,32,512,1000,Gaming
8,12,16,1024,1000,Gaming
8,8,16,1024,750,Gaming
2,1,4,256,300,Basic Use
4,2,8,256,200,Basic Use
6,2,16,512,450,Office
12,16,64,2048,750,Editing
2,1,8,256,200,Basic Use
4,2,8,512,450,Office
6,2,16,256,450,Office
6,4,16,256,300,Office
4,4,8,256,300,Office
8,24,32,8192,2000,Editing
8,8,32,1024,750,Gaming
2,2,4,256,300,Basic Use
6,6,16,2048,600,Gaming
8,16,32,1024,750,Gaming
4,2,8,512,300,Office
12,16,64,4096,750,Editing
6,2,8,512,450,Office
12,6,32,2048,450,Gaming
4,2,8,512,300,Office
8,32,32,8192,2000,Editing
4,1,8,128,200,Basic Use
4,4,8,256,300,Office
8,16,64,2048,2000,Editing
6,2,16,512,450,Office
6,12,32,512,450,Gaming
8,12,16,1024,750,Gaming
4,2,8,512,450,Office
16,32,32,2048,750,Editing
6,12,16,2048,600,Gaming
6,4,16,256,450,Office
4,4,8,512,300,Office
2,2,4,256,200,Basic Use
8,16,16,512,450,Gaming
12,32,32,2048,750,Editing
6,2,8,256,300,Office
2,1,8,128,200,Basic Use
6,2,16,256,300,Office
6,4,8,256,450,Office
6,2,16,512,450,Office
12,24,32,8192,1000,Editing
8,6,16,512,750,Gaming
4,2,4,256,200,Basic Use
4,4,16,512,450,Office
4,2,8,256,300,Basic Use
12,16,16,1024,600,Gaming
12,16,32,8192,2000,Editing
4,2,8,512,450,Office
4,2,4,256,300,Basic Use
16,16,32,2048,1000,Editing
4,1,8,128,300,Basic Use
4,1,8,128,300,Basic Use
8,8,16,2048,450,Gaming
12,12,16,512,600,Gaming
4,1,4,128,300,Basic Use
2,1,8,128,200,Basic Use
12,16,32,8192,2000,Editing
12,16,64,8192,750,Editing
6,2,8,512,450,Office
8,16,16,2048,600,Gaming
4,1,8,128,300,Basic Use
6,6,16,512,750,Gaming
12,16,16,1024,450,Gaming
8,6,16,1024,450,Gaming
6,2,16,256,450,Office
6,6,32,512,1000,Gaming
2,2,8,128,200,Basic Use
4,1,8,256,300,Basic Use
2,2,8,256,200,Basic Use
6,4,8,512,450,Office
2,1,8,256,300,Basic Use
8,6,16,2048,600,Gaming
8,24,32,4096,2000,Editing
8,24,32,2048,2000,Editing
12,6,32,1024,450,Gaming
2,2,8,256,200,Basic Use
4,1,8,256,200,Basic Use
16,16,32,8192,1000,Editing
6,12,16,512,600,Gaming
2,1,4,256,300,Basic Use
4,4,8,512,300,Office
8,8,16,1024,750,Gaming
6,8,32,1024,1000,Gaming
8,24,32,4096,2000,Editing
2,2,8,256,200,Basic Use
8,16,64,8192,750,Editing
8,32,32,4096,2000,Editing
12,8,32,512,1000,Gaming
4,2,4,256,200,Basic Use
12,16,32,2048,600,Gaming
12,16,32,4096,1000,Editing
12,16,64,4096,1000,Editing
2,1,4,256,300,Basic Use
8,6,16,512,600,Gaming
6,12,16,2048,600,Gaming
4,4,16,512,450,Office
16,24,64,2048,1000,Editing
4,2,4,128,300,Basic Use
4,4,16,512,450,Office
4,1,8,128,300,Basic Use
4,4,16,512,300,Office
8,32,32,4096,750,Editing
12,16,64,4096,2000,Editing
4,4,16,512,300,Office
2,1,4,256,300,Basic Use
6,12,16,1024,1000,Gaming
6,4,16,256,300,Office
12,32,32,8192,750,Editing
4,1,4,256,300,Basic Use
4,2,8,512,450,Office
4,2,8,256,300,Basic Use
8,24,64,8192,2000,Editing
4,2,8,512,450,Office
6,8,16,2048,450,Gaming
4,2,16,512,450,Office
4,4,16,256,450,Office
16,24,32,2048,750,Editing
12,24,32,8192,1000,Editing
4,1,4,128,300,Basic Use
4,1,8,128,300,Basic Use
4,4,16,512,450,Office
2,2,4,128,200,Basic Use
6,8,16,1024,750,Gaming
16,16,64,8192,2000,Editing
8,12,32,2048,1000,Gaming
4,2,16,512,450,Office
4,1,4,128,200,Basic Use
4,2,4,128,300,Basic Use
6,4,8,512,300,Office
4,2,8,256,300,Office
2,2,8,128,300,Basic Use
12,32,64,2048,2000,Editing
2,1,8,256,200,Basic Use
6,4,8,512,300,Office
6,16,32,2048,450,Gaming
12,16,32,512,600,Gaming
2,2,4,128,300,Basic Use
4,2,4,256,300,Basic Use
2,1,8,256,200,Basic Use
16,24,64,4096,750,Editing
4,4,8,512,450,Office
6,2,8,512,450,Office
2,1,4,256,300,Basic Use
6,2,16,512,450,Office
8,12,32,512,600,Gaming
8,16,32,512,600,Gaming
16,16,32,8192,750,Editing
6,16,16,2048,750,Gaming
16,24,64,2048,750,Editing
2,2,8,256,300,Basic Use
8,16,64,8192,750,Editing
6,4,8,512,450,Office
12,8,32,2048,600,Gaming
4,1,4,128,200,Basic Use
6,8,16,512,1000,Gaming
4,4,16,256,300,Office
6,2,8,256,450,Office
4,2,8,256,200,Basic Use
2,2,8,128,200,Basic Use
6,12,32,512,750,Gaming
6,2,8,256,450,Office
4,1,4,256,300,Basic Use
6,12,16,512,750,Gaming
4,2,8,256,300,Basic Use
4,2,4,256,300,Basic Use
12,32,32,4096,1000,Editing
8,24,32,8192,750,Editing
4,2,16,256,450,Office
12,16,32,4096,1000,Editing
4,2,16,256,450,Office
8,8,16,2048,1000,Gaming
8,8,32,1024,750,Gaming
2,1,8,128,200,Basic Use
8,24,64,2048,1000,Editing
8,12,16,2048,600,Gaming
4,2,8,256,300,Office
2,2,4,128,300,Basic Use
4,2,8,512,300,Office
4,2,16,512,450,Office
6,2,16,512,450,Office
8,8,32,512,450,Gaming
16,32,32,8192,750,Editing
6,16,16,1024,600,Gaming
4,2,8,128,200,Basic Use
12,12,32,2048,600,Gaming
2,1,4,256,300,Basic Use
4,2,8,256,300,Basic Use
6,16,16,2048,750,Gaming
12,24,32,8192,750,Editing
6,4,8,256,450,Office
8,6,32,512,600,Gaming
2,1,8,128,300,Basic Use
4,1,8,256,200,Basic Use
4,2,4,128,200,Basic Use
4,1,8,128,200,Basic Use
2,2,4,128,300,Basic Use
8,16,64,8192,750,Editing
2,2,4,256,300,Basic Use
6,6,32,512,1000,Gaming
8,16,32,2048,750,Editing
4,2,4,128,200,Basic Use
12,24,64,4096,750,Editing
6,16,16,1024,750,Gaming
4,4,8,512,450,Office
8,32,32,8192,1000,Editing
2,1,4,256,200,Basic Use
8,16,64,8192,1000,Editing
6,2,16,256,450,Office
12,8,32,1024,1000,Gaming
12,32,64,8192,2000,Editing
8,8,32,1024,1000,Gaming
8,12,16,2048,1000,Gaming
12,24,32,4096,750,Editing
4,4,8,512,300,Office
12,8,32,512,450,Gaming
4,2,8,256,200,Basic Use
8,6,32,512,450,Gaming
6,4,8,256,450,Office
8,8,16,512,600,Gaming
6,4,16,256,450,Office
12,32,64,4096,750,Editing
2,2,8,256,200,Basic Use
2,2,8,256,300,Basic Use
16,24,32,8192,750,Editing
6,4,16,256,300,Office
8,12,32,2048,1000,Gaming
2,1,4,128,300,Basic Use
16,32,32,2048,1000,Editing
6,16,16,1024,600,Gaming
8,12,32,2048,600,Gaming
6,8,32,2048,600,Gaming
4,1,4,128,300,Basic Use
6,8,16,1024,600,Gaming
4,2,16,512,450,Office
12,24,64,2048,750,Editing
6,4,8,256,450,Office
12,32,32,4096,750,Editing
4,2,8,128,300,Basic Use
6,2,8,256,450,Office
2,1,4,128,300,Basic Use
6,6,16,1024,1000,Gaming
12,24,64,8192,2000,Editing
4,1,4,256,200,Basic Use
12,8,32,2048,600,Gaming
6,8,16,1024,600,Gaming
16,32,32,2048,1000,Editing
4,2,8,128,300,Basic Use
12,32,64,8192,2000,Editing
16,32,32,8192,2000,Editing
4,2,8,256,200,Basic Use
12,24,32,4096,2000,Editing
8,6,32,1024,1000,Gaming
2,1,4,256,300,Basic Use
8,8,16,512,750,Gaming
6,2,16,512,300,Office
16,24,64,4096,750,Editing
6,12,32,512,600,Gaming
8,16,32,4096,2000,Editing
12,16,32,1024,450,Gaming
2,1,4,128,300,Basic Use
6,2,16,512,300,Office
12,24,64,8192,750,Editing
4,2,8,256,200,Basic Use
6,4,8,256,300,Office
12,24,64,8192,750,Editing
16,24,32,4096,2000,Editing
12,16,32,1024,450,Gaming
12,32,64,4096,2000,Editing
4,2,8,256,200,Basic Use
2,1,4,256,200,Basic Use
4,2,16,256,300,Office
2,1,8,256,200,Basic Use
2,2,8,256,300,Basic Use
4,2,8,128,200,Basic Use
12,32,64,8192,750,Editing
4,2,4,256,300,Basic Use
12,6,16,2048,1000,Gaming
2,2,4,128,300,Basic Use
16,24,64,4096,2000,Editing
6,8,32,512,1000,Gaming
6,4,8,256,300,Office
4,4,16,512,300,Office
6,4,8,256,300,Office
6,2,16,256,300,Office
8,8,32,512,750,Gaming
6,6,16,1024,750,Gaming
2,2,4,128,200,Basic Use
12,6,32,1024,450,Gaming
4,2,16,256,450,Office
8,6,16,1024,750,Gaming
16,32,64,2048,750,Editing
8,12,16,2048,600,Gaming
6,4,8,512,300,Office
12,8,32,2048,750,Gaming
8,12,32,1024,1000,Gaming
12,24,32,2048,750,Editing
8,16,32,512,750,Gaming
12,16,32,4096,1000,Editing
6,4,8,256,450,Office
12,16,32,1024,600,Gaming
2,2,4,128,300,Basic Use
6,2,16,256,450,Office
8,24,64,8192,2000,Editing
8,16,32,2048,600,Gaming
4,1,8,256,200,Basic Use
4,4,16,512,300,Office
6,16,16,512,450,Gaming
2,1,8,128,200,Basic Use
6,2,8,256,450,Office
8,12,16,1024,450,Gaming
12,16,32,2048,1000,Editing
4,2,8,512,300,Office
2,2,8,256,200,Basic Use
2,1,8,128,200,Basic Use
8,24,32,8192,750,Editing
8,32,32,4096,1000,Editing
6,16,16,2048,1000,Gaming
4,1,4,128,200,Basic Use
8,16,64,4096,1000,Editing
2,1,4,128,200,Basic Use
16,32,64,8192,750,Editing
4,2,16,256,300,Office
8,16,32,2048,750,Gaming
6,4,8,256,450,Office
6,4,16,512,450,Office
4,4,16,256,300,Office
6,12,16,512,1000,Gaming
4,2,8,256,450,Office
6,16,32,512,1000,Gaming
8,12,16,1024,750,Gaming
16,16,32,2048,750,Editing
4,4,16,256,300,Office
16,24,32,2048,2000,Editing
6,8,16,1024,1000,Gaming
8,12,16,1024,750,Gaming
4,2,4,256,200,Basic Use
6,4,8,512,300,Office
2,2,4,128,200,Basic Use
2,2,4,128,300,Basic Use
4,1,8,128,300,Basic Use
12,6,16,512,600,Gaming
8,32,64,4096,2000,Editing
2,1,4,256,200,Basic Use
6,4,8,256,450,Office
4,2,8,256,300,Office
6,6,16,2048,450,Gaming
2,1,8,128,200,Basic Use
16,24,64,8192,2000,Editing
4,1,4,256,200,Basic Use
4,1,4,256,300,Basic Use
12,6,32,512,750,Gaming
12,16,64,8192,750,Editing
16,16,64,2048,1000,Editing
12,16,64,4096,2000,Editing
2,1,4,128,200,Basic Use
2,1,8,128,300,Basic Use
16,16,64,8192,2000,Editing
12,6,32,512,750,Gaming
2,2,8,256,300,Basic Use
2,2,8,256,200,Basic Use
4,2,16,512,450,Office
4,2,8,512,300,Office
8,8,16,512,600,Gaming
12,32,32,8192,2000,Editing
2,2,8,128,200,Basic Use
4,2,4,128,300,Basic Use
4,1,8,256,200,Basic Use
8,16,64,4096,1000,Editing
2,2,8,128,300,Basic Use
6,4,8,512,450,Office
8,16,32,1024,750,Gaming
12,24,32,4096,750,Editing
4,4,16,256,450,Office
4,4,8,256,300,Office
12,12,32,1024,600,Gaming
2,2,8,256,200,Basic Use
12,24,64,4096,750,Editing
4,2,8,128,200,Basic Use
12,16,64,4096,2000,Editing
4,2,16,256,450,Office
6,4,16,256,300,Office
12,16,32,8192,750,Editing
8,6,32,512,450,Gaming
6,2,16,512,300,Office
8,8,16,2048,600,Gaming
6,8,16,2048,450,Gaming
4,2,4,128,300,Basic Use
4,4,8,256,450,Office
6,16,32,512,1000,Gaming
6,12,16,2048,600,Gaming
2,1,8,128,300,Basic Use
8,16,64,8192,1000,Editing
2,2,8,256,300,Basic Use
4,1,8,128,300,Basic Use
2,2,4,128,200,Basic Use
8,8,16,1024,450,Gaming
8,16,16,2048,600,Gaming
12,12,32,512,450,Gaming
12,24,32,2048,750,Editing
8,12,32,2048,1000,Gaming
6,4,16,256,450,Office
12,24,32,2048,750,Editing
12,8,32,512,1000,Gaming
6,4,16,256,450,Office
8,6,16,2048,1000,Gaming
16,32,64,8192,2000,Editing
4,2,4,256,300,Basic Use
8,6,16,2048,750,Gaming
8,16,16,512,750,Gaming
12,32,64,2048,2000,Editing
4,1,8,256,200,Basic Use
4,2,4,128,300,Basic Use
6,4,16,256,300,Office
12,6,32,1024,750,Gaming
2,2,4,256,200,Basic Use
2,2,8,256,300,Basic Use
12,16,64,2048,1000,Editing
4,4,16,256,450,Office
8,16,32,4096,750,Editing
6,16,16,2048,1000,Gaming
8,12,16,2048,600,Gaming
2,1,8,128,200,Basic Use
6,4,8,512,300,Office
2,1,8,256,300,Basic Use
12,32,64,4096,750,Editing
12,12,32,512,600,Gaming
6,8,32,1024,1000,Gaming
8,16,32,4096,750,Editing
16,16,32,8192,2000,Editing
16,24,32,8192,1000,Editing
8,8,32,512,1000,Gaming
4,2,8,128,200,Basic Use
12,16,32,8192,1000,Editing
2,2,8,128,300,Basic Use
4,4,16,256,450,Office
4,2,4,256,300,Basic Use
8,32,32,8192,1000,Editing
12,24,64,4096,750,Editing
16,32,64,4096,750,Editing
12,16,64,4096,750,Editing
4,2,4,128,300,Basic Use
8,16,32,8192,750,Editing
4,4,16,512,300,Office
4,2,4,128,200,Basic Use
4,2,4,256,200,Basic Use
16,16,64,2048,750,Editing
4,4,8,256,450,Office
6,4,8,256,450,Office
16,24,32,2048,2000,Editing
2,2,4,256,300,Basic Use
12,8,16,512,450,Gaming
4,4,8,256,450,Office
12,24,32,2048,2000,Editing
12,24,64,2048,750,Editing
4,1,8,128,300,Basic Use
16,24,32,8192,2000,Editing
4,4,16,512,300,Office
8,16,16,512,600,Gaming
2,1,8,128,300,Basic Use
2,1,4,256,300,Basic Use
4,4,16,512,300,Office
6,2,8,256,450,Office
8,32,32,4096,750,Editing
8,8,16,1024,750,Gaming
8,16,16,1024,600,Gaming
6,12,32,2048,600,Gaming
12,12,16,1024,450,Gaming
6,12,32,512,750,Gaming
4,2,8,256,300,Basic Use
16,32,64,8192,2000,Editing
6,12,16,1024,600,Gaming
6,6,32,512,750,Gaming
